SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_8
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_HEIGHT,-1.97
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_UNIT,%
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,31,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_VARNAME,TA
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_HEIGHT,15.6
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,32,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_1
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_HEIGHT,15.6
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,33,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_2
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_HEIGHT,11
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,34,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_3
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_HEIGHT,8.22
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,35,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_4
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_HEIGHT,5.12
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,36,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_5
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.4
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,37,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_6
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_HEIGHT,1.25
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,38,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_7
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_HEIGHT,0.5
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,39,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_8
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_HEIGHT,0.4
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
FR-Bil,40,GRP_VAR_INFO,VAR_INFO_DATE,202203231230
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_1
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_HEIGHT,0
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
FR-Bil,41,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_1
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_HEIGHT,0
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
FR-Bil,42,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_2
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.05
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
FR-Bil,43,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_2
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.05
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
FR-Bil,44,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_3
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.08
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,45,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_3
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.08
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-IntegratedCircuit
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,46,GRP_VAR_INFO,VAR_INFO_DATE,202203091530
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_4
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.16
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,2
FR-Bil,47,GRP_VAR_INFO,VAR_INFO_DATE,20191028
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_4
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.14
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-ElectResis
FR-Bil,48,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
