SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
SE-Htm,13,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,13,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_DIF
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-PAR Quantum
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_UNIT,umolPhoton m-2 s-1
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,14,GRP_VAR_INFO,VAR_INFO_DATE,202305051724
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_IN
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-PAR Quantum
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_UNIT,umolPhoton m-2 s-1
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,15,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_IN_1
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_HEIGHT,150
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-PAR Quantum
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_UNIT,umolPhoton m-2 s-1
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,16,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_IN_2
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-PAR Quantum
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_UNIT,umolPhoton m-2 s-1
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,17,GRP_VAR_INFO,VAR_INFO_DATE,201804190000
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_OUT
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-PAR Quantum
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_UNIT,umolPhoton m-2 s-1
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,18,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_VARNAME,RH
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,19,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_VARNAME,RH
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_HEIGHT,27
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,20,GRP_VAR_INFO,VAR_INFO_DATE,202408271600
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_VARNAME,RH
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,21,GRP_VAR_INFO,VAR_INFO_DATE,202508291500
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_VARNAME,SW_IN
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
SE-Htm,22,GRP_VAR_INFO,VAR_INFO_UNIT,W m-2
